;Project;LongName;Name;AD;CD;TCD;CLOC;TCLOC;PDA;TPDA;LLOC;LOC;TLOC;NG;TLLOC;TNA;TNG;TNM;TNOS;TNPM;NCL;ReuseRate
562;org.apache.maven/maven-core;org.apache.maven.toolchain;toolchain;0.571429;0.470167;0.480105;394;917;24;55;444;974;2212;12;993;25;27;88;262;70;8;0
563;org.apache.maven/maven-core;org.apache.maven.artifact.factory;factory;0.07692310000000001;0.23809499999999997;0.23809499999999997;45;45;2;2;144;230;230;0;144;2;0;27;32;24;1;46
564;org.apache.maven/maven-core;org.apache.maven.artifact.handler;handler;0.0666667;0.203704;0.326633;22;65;1;3;86;135;247;6;134;11;9;19;29;19;1;0
565;org.apache.maven/maven-core;org.apache.maven.artifact.metadata;metadata;0.466667;0.508671;0.508671;88;88;7;7;85;202;202;0;85;0;0;12;7;11;3;74
566;org.apache.maven/maven-core;org.apache.maven.artifact.repository;repository;0.26087;0.273885;0.350877;258;640;18;45;684;1140;2168;38;1184;30;56;177;334;160;5;0
567;org.apache.maven/maven-core;org.apache.maven.artifact.resolver;resolver;0.194175;0.244876;0.275838;227;403;20;28;700;1181;1817;31;1058;58;35;133;337;126;4;0
568;org.apache.maven/maven-core;org.apache.maven.configuration.internal;internal;0.5;0.181818;0.181818;24;24;1;1;108;155;155;0;108;3;0;5;32;4;2;0
569;org.apache.maven/maven-core;org.apache.maven.eventspy.internal;internal;0.125;0.159524;0.159524;67;67;1;1;353;488;488;1;353;6;1;46;106;43;3;6
570;org.apache.maven/maven-core;org.apache.maven.execution.scope;scope;0.4;0.705128;0.356083;55;120;2;5;23;90;393;0;217;5;2;22;52;17;0;0
571;org.apache.maven/maven-core;org.apache.maven.extension.internal;internal;0.533333;0.375;0.375;87;87;8;8;145;270;270;5;145;7;5;12;37;12;3;3
572;org.apache.maven/maven-core;org.apache.maven.internal.aether;aether;0.5;0.11897999999999999;0.11897999999999999;42;42;1;1;311;413;413;2;311;9;2;10;118;7;2;2
573;org.apache.maven/maven-core;org.apache.maven.lifecycle.internal;internal;0.258278;0.26018800000000003;0.252862;996;1237;39;52;2832;4552;5746;39;3655;111;50;228;1213;179;32;0
574;org.apache.maven/maven-core;org.apache.maven.lifecycle.mapping;mapping;0.3;0.35189899999999996;0.35189899999999996;139;139;9;9;256;470;470;14;256;11;14;27;75;25;4;7
575;org.apache.maven/maven-core;org.apache.maven.model.plugin;plugin;0.5;0.175676;0.175676;26;26;1;1;122;176;176;0;122;3;0;4;42;2;2;2
576;org.apache.maven/maven-core;org.apache.maven.monitor.event;event;0.22222199999999998;0.711864;0.711864;42;42;2;2;17;72;72;0;17;0;0;7;0;7;0;1
577;org.apache.maven/maven-core;org.apache.maven.plugin.internal;internal;0.28571399999999997;0.16271;0.16271;281;281;8;8;1446;2035;2035;11;1446;36;11;68;488;45;9;1
578;org.apache.maven/maven-core;org.apache.maven.plugin.prefix;prefix;0.65625;0.570652;0.379913;210;261;21;22;158;441;827;13;426;13;16;44;124;34;2;0
579;org.apache.maven/maven-core;org.apache.maven.plugin.version;version;0.5365850000000001;0.522624;0.334917;231;282;22;23;211;535;1012;17;560;24;19;51;180;40;3;0
580;org.apache.maven/maven-core;org.apache.maven.project.artifact;artifact;0.456376;0.18599300000000002;0.18599300000000002;401;401;68;68;1755;2576;2576;61;1755;44;61;180;555;150;17;12
581;org.apache.maven/maven-core;org.apache.maven.project.path;path;0.2;0.636364;0.636364;21;21;1;1;12;42;42;0;12;1;0;4;0;4;0;2
582;org.apache.maven/maven-core;org.apache.maven.properties.internal;internal;1.0;0.579832;0.579832;69;69;6;6;50;135;135;1;50;1;1;4;15;4;2;6
583;org.apache.maven/maven-core;org.apache.maven.repository.legacy;legacy;0.0;0.0;0.486784;0;221;0;21;0;0;547;0;233;10;14;46;48;45;0;0
584;org.apache.maven/maven-core;org.apache.maven.rtinfo.internal;internal;0.333333;0.181034;0.181034;21;21;1;1;95;136;136;1;95;2;1;2;31;2;1;0
585;org.apache.maven/maven-core;org.apache.maven.session.scope;scope;0.0;0.0;0.26087;0;54;0;5;0;0;242;0;153;6;1;16;43;12;0;0
586;org.apache.maven/maven-core;org.apache.maven.toolchain.building;building;0.708333;0.502262;0.502262;222;222;17;17;220;522;522;9;220;7;9;20;60;17;4;0
587;org.apache.maven/maven-core;org.apache.maven.toolchain.io;io;0.769231;0.564315;0.564315;136;136;10;10;105;276;276;2;105;3;2;11;21;10;2;2
588;org.apache.maven/maven-core;org.apache.maven.toolchain.java;java;0.375;0.471761;0.471761;142;142;3;3;159;337;337;3;159;4;3;12;42;9;3;2
589;org.apache.maven/maven-core;org.apache.maven.toolchain.merge;merge;0.5;0.261364;0.261364;23;23;1;1;65;103;103;1;65;0;1;4;23;1;1;1
590;org.apache.maven/maven-core;org.apache.maven.artifact.handler.manager;manager;0.28571399999999997;0.47252700000000003;0.47252700000000003;43;43;2;2;48;112;112;3;48;3;3;5;8;5;1;17
591;org.apache.maven/maven-core;org.apache.maven.artifact.repository.layout;layout;0.166667;0.23333299999999998;0.23333299999999998;21;21;1;1;69;113;113;1;69;3;1;7;24;5;1;51
592;org.apache.maven/maven-core;org.apache.maven.artifact.repository.metadata;metadata;0.333333;0.408602;0.455808;228;361;16;26;330;646;915;15;431;8;17;57;111;51;5;0
593;org.apache.maven/maven-core;org.apache.maven.artifact.resolver.filter;filter;0.235294;0.329588;0.329588;176;176;8;8;358;636;636;4;358;10;4;33;123;29;7;56
594;org.apache.maven/maven-core;org.apache.maven.execution.scope.internal;internal;0.2;0.250965;0.250965;65;65;3;3;194;303;303;2;194;5;2;19;52;14;6;2
595;org.apache.maven/maven-core;org.apache.maven.lifecycle.internal.builder;builder;0.454545;0.34126999999999996;0.22650399999999998;86;241;5;13;166;282;1194;1;823;22;11;61;266;48;2;0
596;org.apache.maven/maven-core;org.apache.maven.plugin.prefix.internal;internal;0.5;0.159875;0.159875;51;51;1;1;268;386;386;3;268;8;3;16;87;7;2;0
597;org.apache.maven/maven-core;org.apache.maven.plugin.version.internal;internal;0.5;0.1275;0.1275;51;51;1;1;349;477;477;2;349;14;2;15;123;5;3;0
598;org.apache.maven/maven-core;org.apache.maven.repository.legacy.metadata;metadata;0.41176499999999994;0.486784;0.486784;221;221;21;21;233;547;547;14;233;10;14;46;48;45;4;9
599;org.apache.maven/maven-core;org.apache.maven.session.scope.internal;internal;0.384615;0.26087;0.26087;54;54;5;5;153;242;242;1;153;6;1;16;43;12;6;5
600;org.apache.maven/maven-core;org.apache.maven.artifact.repository.metadata.io;io;0.769231;0.568376;0.568376;133;133;10;10;101;269;269;2;101;3;2;11;22;10;2;2
601;org.apache.maven/maven-core;org.apache.maven.lifecycle.internal.builder.multithreaded;multithreaded;0.466667;0.175603;0.175603;131;131;7;7;615;841;841;10;615;17;10;52;212;39;6;2
602;org.apache.maven/maven-core;org.apache.maven.lifecycle.internal.builder.singlethreaded;singlethreaded;0.5;0.363636;0.363636;24;24;1;1;42;71;71;0;42;1;0;1;7;1;1;0
603;org.apache.maven/maven-plugin-api;<root_package>;<root_package>;0.0;0.0;0.42423;0;1075;0;130;0;0;3026;0;1459;65;63;221;433;214;0;0
604;org.apache.maven/maven-plugin-api;org;org;0.0;0.0;0.42423;0;1075;0;130;0;0;3026;0;1459;65;63;221;433;214;0;0
605;org.apache.maven/maven-plugin-api;org.apache;apache;0.0;0.0;0.42423;0;1075;0;130;0;0;3026;0;1459;65;63;221;433;214;0;0
606;org.apache.maven/maven-plugin-api;org.apache.maven;maven;0.0;0.0;0.42423;0;1075;0;130;0;0;3026;0;1459;65;63;221;433;214;0;0
607;org.apache.maven/maven-plugin-api;org.apache.maven.monitor;monitor;0.0;0.0;0.194444;0;21;0;1;0;0;131;0;87;1;0;18;20;17;0;0
608;org.apache.maven/maven-plugin-api;org.apache.maven.plugin;plugin;0.666667;0.690037;0.43446;374;1054;20;129;168;600;2895;8;1372;64;63;203;413;197;5;0
609;org.apache.maven/maven-plugin-api;org.apache.maven.monitor.logging;logging;0.055555600000000004;0.194444;0.194444;21;21;1;1;87;131;131;0;87;1;0;18;20;17;1;2
610;org.apache.maven/maven-plugin-api;org.apache.maven.plugin.descriptor;descriptor;0.49668900000000005;0.312934;0.312934;496;496;75;75;1089;1950;1950;55;1089;57;55;144;341;142;9;71
611;org.apache.maven/maven-plugin-api;org.apache.maven.plugin.logging;logging;1.0;0.6153850000000001;0.6153850000000001;184;184;34;34;115;345;345;0;115;0;0;35;31;32;1;99
612;org.clojure/clojure;<root_package>;<root_package>;0.0;0.0;0.242799;0;13041;0;381;0;0;59338;0;40670;1785;224;4142;18618;3397;0;0
613;org.clojure/clojure;clojure;clojure;0.0;0.28125;0.242799;9;13041;0;381;23;40;59338;0;40670;1785;224;4142;18618;3397;1;0
614;org.clojure/clojure;clojure.asm;asm;0.924444;0.422451;0.423213;6823;7639;208;300;9328;16759;18854;80;10411;745;99;568;5030;358;29;0
615;org.clojure/clojure;clojure.java;java;0.0;0.0;0.663043;0;61;0;4;0;0;101;0;31;1;0;5;9;3;0;0
616;org.clojure/clojure;clojure.lang;lang;0.025097799999999997;0.150041;0.150041;5332;5332;77;77;30205;40343;40343;125;30205;1034;125;3566;13573;3033;334;82
617;org.clojure/clojure;clojure.asm.commons;commons;0.8761899999999999;0.4297;0.4297;816;816;92;92;1083;2095;2095;19;1083;48;19;118;533;101;3;2
618;org.clojure/clojure;clojure.java.api;api;1.0;0.663043;0.663043;61;61;4;4;31;101;101;0;31;1;0;5;9;3;1;2
619;org.clojure/clojurescript;<root_package>;<root_package>;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
620;org.clojure/tools.nrepl;<root_package>;<root_package>;0.0;0.0;0.185567;0;36;0;3;0;0;231;0;158;16;0;22;43;21;0;0
621;org.clojure/tools.nrepl;clojure;clojure;0.0;0.0;0.185567;0;36;0;3;0;0;231;0;158;16;0;22;43;21;0;0
622;org.clojure/tools.nrepl;clojure.tools;tools;0.0;0.0;0.185567;0;36;0;3;0;0;231;0;158;16;0;22;43;21;0;0
623;org.clojure/tools.nrepl;clojure.tools.nrepl;nrepl;0.12;0.185567;0.185567;36;36;3;3;158;231;231;0;158;16;0;22;43;21;4;6
624;org.codehaus.jackson/jackson-core-asl;<root_package>;<root_package>;0.0;0.0;0.346723;0;13906;0;871;0;0;43775;0;26201;754;338;2234;14774;1568;0;0
625;org.codehaus.jackson/jackson-core-asl;com;com;0.0;0.0;0.346723;0;13906;0;871;0;0;43775;0;26201;754;338;2234;14774;1568;0;0
626;org.codehaus.jackson/jackson-core-asl;com.fasterxml;fasterxml;0.0;0.0;0.346723;0;13906;0;871;0;0;43775;0;26201;754;338;2234;14774;1568;0;0
627;org.codehaus.jackson/jackson-core-asl;com.fasterxml.jackson;jackson;0.0;0.0;0.346723;0;13906;0;871;0;0;43775;0;26201;754;338;2234;14774;1568;0;0
628;org.codehaus.jackson/jackson-core-asl;com.fasterxml.jackson.core;core;0.7735850000000001;0.660401;0.346723;4778;13906;410;871;2457;8106;43775;124;26201;754;338;2234;14774;1568;16;0
629;org.codehaus.jackson/jackson-core-asl;com.fasterxml.jackson.core.async;async;1.0;0.770115;0.770115;67;67;7;7;20;98;98;0;20;0;0;4;0;4;0;0
630;org.codehaus.jackson/jackson-core-asl;com.fasterxml.jackson.core.base;base;0.340909;0.35689699999999996;0.35689699999999996;934;934;45;45;1683;2971;2971;38;1683;99;38;215;726;125;7;10
631;org.codehaus.jackson/jackson-core-asl;com.fasterxml.jackson.core.filter;filter;0.43589700000000003;0.31154;0.31154;710;710;51;51;1569;2491;2491;12;1569;23;12;128;857;112;5;3
632;org.codehaus.jackson/jackson-core-asl;com.fasterxml.jackson.core.io;io;0.405594;0.286108;0.286108;830;830;58;58;2071;3214;3214;15;2071;85;15;165;1142;128;15;29
633;org.codehaus.jackson/jackson-core-asl;com.fasterxml.jackson.core.json;json;0.400794;0.22115900000000002;0.21584499999999998;3305;3994;101;113;11639;15797;19544;61;14510;206;74;646;8854;264;12;0
634;org.codehaus.jackson/jackson-core-asl;com.fasterxml.jackson.core.sym;sym;0.542169;0.374081;0.374081;1120;1120;45;45;1874;3300;3300;0;1874;81;0;150;1183;85;9;8
635;org.codehaus.jackson/jackson-core-asl;com.fasterxml.jackson.core.tree;tree;1.0;0.566667;0.566667;17;17;2;2;13;40;40;0;13;0;0;0;0;0;0;0
636;org.codehaus.jackson/jackson-core-asl;com.fasterxml.jackson.core.type;type;0.53125;0.752239;0.752239;252;252;17;17;83;387;387;5;83;14;5;29;14;28;3;52
637;org.codehaus.jackson/jackson-core-asl;com.fasterxml.jackson.core.util;util;0.359649;0.38528;0.38528;1204;1204;123;123;1921;3624;3624;70;1921;91;70;344;929;323;20;21
638;org.codehaus.jackson/jackson-core-asl;com.fasterxml.jackson.core.json.async;async;0.44444399999999995;0.19353900000000002;0.19353900000000002;689;689;12;12;2871;3747;3747;13;2871;70;13;108;1751;25;2;0
639;org.codehaus.jackson/jackson-mapper-asl;<root_package>;<root_package>;0.0;0.0;0.38798699999999997;0;20573;0;1757;0;0;59282;0;32452;784;537;3759;12895;3134;0;0
640;org.codehaus.jackson/jackson-mapper-asl;org;org;0.0;0.0;0.38798699999999997;0;20573;0;1757;0;0;59282;0;32452;784;537;3759;12895;3134;0;0
641;org.codehaus.jackson/jackson-mapper-asl;org.codehaus;codehaus;0.0;0.0;0.38798699999999997;0;20573;0;1757;0;0;59282;0;32452;784;537;3759;12895;3134;0;0
642;org.codehaus.jackson/jackson-mapper-asl;org.codehaus.jackson;jackson;0.0;0.0;0.38798699999999997;0;20573;0;1757;0;0;59282;0;32452;784;537;3759;12895;3134;0;0
643;org.codehaus.jackson/jackson-mapper-asl;org.codehaus.jackson.map;map;0.749713;0.598058;0.392423;7453;19370;653;1580;5009;13802;55022;104;29990;745;451;3306;11922;2708;50;0
644;org.codehaus.jackson/jackson-mapper-asl;org.codehaus.jackson.node;node;0.42713599999999996;0.320942;0.320942;1131;1131;170;170;2393;4098;4098;83;2393;38;83;444;957;420;26;63
645;org.codehaus.jackson/jackson-mapper-asl;org.codehaus.jackson.schema;schema;0.777778;0.510638;0.510638;72;72;7;7;69;162;162;3;69;1;3;9;16;6;1;10
646;org.codehaus.jackson/jackson-mapper-asl;org.codehaus.jackson.map.annotate;annotate;1.0;0.678571;0.678571;380;380;35;35;180;635;635;0;180;6;0;23;0;21;1;116
647;org.codehaus.jackson/jackson-mapper-asl;org.codehaus.jackson.map.deser;deser;0.564394;0.345597;0.29717899999999997;2292;3740;149;245;4340;7279;13934;43;8845;205;76;718;3824;499;41;0
648;org.codehaus.jackson/jackson-mapper-asl;org.codehaus.jackson.map.exc;exc;0.6;0.393939;0.393939;26;26;3;3;40;76;76;2;40;3;2;4;15;4;1;1
649;org.codehaus.jackson/jackson-mapper-asl;org.codehaus.jackson.map.ext;ext;0.257576;0.21468299999999998;0.21468299999999998;193;193;17;17;706;1001;1001;6;706;20;6;60;242;44;24;0
650;org.codehaus.jackson/jackson-mapper-asl;org.codehaus.jackson.map.introspect;introspect;0.441489;0.335063;0.335063;1808;1808;166;166;3588;6074;6074;106;3588;78;106;431;1595;361;23;27
651;org.codehaus.jackson/jackson-mapper-asl;org.codehaus.jackson.map.jsontype;jsontype;0.689655;0.713793;0.331776;207;639;20;47;83;332;2172;4;1287;28;28;149;446;129;2;0
652;org.codehaus.jackson/jackson-mapper-asl;org.codehaus.jackson.map.module;module;0.5;0.34626;0.34626;250;250;26;26;472;814;814;1;472;15;1;48;151;46;6;9
653;org.codehaus.jackson/jackson-mapper-asl;org.codehaus.jackson.map.ser;ser;0.5054350000000001;0.379254;0.30636199999999997;1616;2817;93;201;2645;4747;10275;37;6378;158;78;558;2435;427;44;0
654;org.codehaus.jackson/jackson-mapper-asl;org.codehaus.jackson.map.type;type;0.495098;0.360304;0.360304;1042;1042;101;101;1850;3264;3264;23;1850;34;23;249;858;198;14;43
655;org.codehaus.jackson/jackson-mapper-asl;org.codehaus.jackson.map.util;util;0.544304;0.384644;0.384644;1022;1022;86;86;1635;2975;2975;27;1635;65;27;172;786;149;28;24
656;org.codehaus.jackson/jackson-mapper-asl;org.codehaus.jackson.map.deser.impl;impl;0.44262299999999993;0.295005;0.295005;313;313;27;27;748;1208;1208;7;748;48;7;76;316;66;16;0
657;org.codehaus.jackson/jackson-mapper-asl;org.codehaus.jackson.map.deser.std;std;0.352041;0.23201100000000002;0.23201100000000002;1135;1135;69;69;3757;5447;5447;26;3757;66;26;300;1572;201;79;4
658;org.codehaus.jackson/jackson-mapper-asl;org.codehaus.jackson.map.jsontype.impl;impl;0.225;0.264059;0.264059;432;432;27;27;1204;1840;1840;24;1204;25;24;124;429;104;16;2
659;org.codehaus.jackson/jackson-mapper-asl;org.codehaus.jackson.map.ser.impl;impl;0.45783100000000004;0.321327;0.321327;339;339;38;38;716;1212;1212;4;716;32;4;89;249;82;20;2
660;org.codehaus.jackson/jackson-mapper-asl;org.codehaus.jackson.map.ser.std;std;0.281125;0.22222199999999998;0.22222199999999998;862;862;70;70;3017;4316;4316;37;3017;56;37;247;1141;195;54;1
661;org.easymock/easymock;<root_package>;<root_package>;0.0;0.0;0.48715;0;4701;0;375;0;0;10995;0;4949;198;84;744;2059;627;0;0
662;org.easymock/easymock;org;org;0.0;0.0;0.48715;0;4701;0;375;0;0;10995;0;4949;198;84;744;2059;627;0;0
663;org.easymock/easymock;org.easymock;easymock;0.966543;0.709853;0.48715;2745;4701;260;375;1122;4204;10995;12;4949;198;84;744;2059;627;13;0
664;org.easymock/easymock;org.easymock.internal;internal;0.27003;0.309725;0.338233;1500;1956;91;115;3343;5634;6791;65;3827;175;72;473;1612;369;51;0
665;org.easymock/easymock;org.easymock.internal.matchers;matchers;0.275862;0.48510600000000004;0.48510600000000004;456;456;24;24;484;1157;1157;7;484;46;7;79;129;63;24;3
666;org.eclipse.jetty/jetty-server;<root_package>;<root_package>;0.0;0.0;0.274953;0;11129;0;1277;0;0;46201;0;29347;1004;822;2716;11835;2308;0;0
667;org.eclipse.jetty/jetty-server;org;org;0.0;0.0;0.274953;0;11129;0;1277;0;0;46201;0;29347;1004;822;2716;11835;2308;0;0
668;org.eclipse.jetty/jetty-server;org.eclipse;eclipse;0.0;0.0;0.274953;0;11129;0;1277;0;0;46201;0;29347;1004;822;2716;11835;2308;0;0
669;org.eclipse.jetty/jetty-server;org.eclipse.jetty;jetty;0.0;0.0;0.274953;0;11129;0;1277;0;0;46201;0;29347;1004;822;2716;11835;2308;0;0
670;org.eclipse.jetty/jetty-server;org.eclipse.jetty.server;server;0.43355600000000005;0.22741799999999998;0.274953;5257;11129;584;1277;17859;26165;46201;478;29347;1004;822;2716;11835;2308;128;0
671;org.eclipse.jetty/jetty-server;org.eclipse.jetty.server.handler;handler;0.703704;0.308687;0.32045500000000005;2459;3044;304;351;5507;9001;10718;157;6455;196;180;584;2642;489;41;0
672;org.eclipse.jetty/jetty-server;org.eclipse.jetty.server.jmx;jmx;0.14285699999999998;0.483051;0.483051;57;57;1;1;61;136;136;3;61;3;3;5;15;5;2;0
673;org.eclipse.jetty/jetty-server;org.eclipse.jetty.server.nio;nio;0.166667;0.547945;0.547945;40;40;1;1;33;85;85;0;33;0;0;5;5;5;1;19
674;org.eclipse.jetty/jetty-server;org.eclipse.jetty.server.session;session;0.7039340000000001;0.356063;0.356063;2731;2731;340;340;4939;9097;9097;161;4939;184;161;513;1958;456;35;76
675;org.eclipse.jetty/jetty-server;org.eclipse.jetty.server.handler.gzip;gzip;0.681818;0.391691;0.391691;528;528;45;45;820;1507;1507;20;820;40;20;76;351;65;6;13
676;org.eclipse.jetty/jetty-server;org.eclipse.jetty.server.handler.jmx;jmx;0.22222199999999998;0.308108;0.308108;57;57;2;2;128;210;210;3;128;1;3;8;50;7;2;0
677;org.hamcrest/hamcrest-all;<root_package>;<root_package>;0.0;0.0;0.437144;0;998;0;116;0;0;2681;0;1285;44;0;243;415;197;0;0
678;org.hamcrest/hamcrest-all;org;org;0.0;0.0;0.437144;0;998;0;116;0;0;2681;0;1285;44;0;243;415;197;0;0
679;org.hamcrest/hamcrest-all;org.hamcrest;hamcrest;0.609524;0.502645;0.437144;570;998;64;116;564;1295;2681;0;1285;44;0;243;415;197;15;0
680;org.hamcrest/hamcrest-all;org.hamcrest.core;core;0.48148100000000005;0.390316;0.390316;395;395;52;52;617;1217;1217;0;617;22;0;112;198;92;21;79
681;org.hamcrest/hamcrest-all;org.hamcrest.internal;internal;0.0;0.24087600000000003;0.24087600000000003;33;33;0;0;104;169;169;0;104;7;0;15;28;13;5;6
682;org.hamcrest/hamcrest-core;<root_package>;<root_package>;0.0;0.0;0.437144;0;998;0;116;0;0;2681;0;1285;44;0;243;415;197;0;0
683;org.hamcrest/hamcrest-core;org;org;0.0;0.0;0.437144;0;998;0;116;0;0;2681;0;1285;44;0;243;415;197;0;0
684;org.hamcrest/hamcrest-core;org.hamcrest;hamcrest;0.609524;0.502645;0.437144;570;998;64;116;564;1295;2681;0;1285;44;0;243;415;197;15;0
685;org.hamcrest/hamcrest-core;org.hamcrest.core;core;0.48148100000000005;0.390316;0.390316;395;395;52;52;617;1217;1217;0;617;22;0;112;198;92;21;79
686;org.hamcrest/hamcrest-core;org.hamcrest.internal;internal;0.0;0.24087600000000003;0.24087600000000003;33;33;0;0;104;169;169;0;104;7;0;15;28;13;5;6
687;org.hamcrest/hamcrest-library;<root_package>;<root_package>;0.0;0.0;0.517323;0;2195;0;235;0;0;4832;0;2048;76;1;392;605;343;0;0
688;org.hamcrest/hamcrest-library;org;org;0.0;0.0;0.517323;0;2195;0;235;0;0;4832;0;2048;76;1;392;605;343;0;0
689;org.hamcrest/hamcrest-library;org.hamcrest;hamcrest;0.9920629999999999;0.738233;0.517323;1145;2195;125;235;406;1682;4832;0;2048;76;1;392;605;343;1;0
690;org.hamcrest/hamcrest-library;org.hamcrest.beans;beans;0.45;0.332474;0.332474;129;129;9;9;259;444;444;1;259;12;1;32;88;21;7;6
691;org.hamcrest/hamcrest-library;org.hamcrest.collection;collection;0.556701;0.46005;0.46005;547;547;54;54;642;1375;1375;0;642;21;0;104;195;91;18;49
692;org.hamcrest/hamcrest-library;org.hamcrest.comparator;comparator;0.875;0.405063;0.405063;64;64;7;7;94;179;179;0;94;11;0;14;29;11;3;2
